Left_mean_margin,Left_std_margin,Left_min_margin,Left_max_margin,Left_median_margin,Left_skewness_margin,Left_kurtosis_margin,Right_mean_margin,Right_std_margin,Right_min_margin,Right_max_margin,Right_median_margin,Right_skewness_margin,Right_kurtosis_margin,Mean of Pen Pressure,Standard Deviation of Pen Pressure,Class_Label
374.905,490.5939749,19,1602,163,1.635151048,1.082894606,411,513.2997792,1,2102,192,1.852161499,3.018158241,246.8379615,31.16346073,0
289.18,324.3864523,98,2070,228,3.650716439,14.33535141,351.1,213.3259709,9,1039,271.5,1.517118864,1.730181955,247.2974871,25.91575024,0
132.585,243.5484387,0,1121,46,2.947730444,7.473587424,292.61,311.5209696,62,1227,107.5,1.458425416,0.915915965,251.6121379,18.66873877,0
335.37,618.9423489,0,2218,88.5,2.28545148,3.667294059,395.535,684.5654593,1,2219,24,1.868493042,1.98193387,249.5893484,21.45921407,0
685.07,747.9307502,79,2187,152,1.154510449,-0.178326135,577.245,818.2794764,1,2188,63.5,1.268538841,-0.167686228,249.3891778,22.40314855,0
879.21,895.876195,5,2203,361,0.416437326,-1.468247359,927.345,852.4196161,31,2204,691.5,0.510424884,-1.340482976,248.9303988,23.91788227,0
1178.245,960.3191707,243,2450,738,0.406563602,-1.650655238,1130.005,941.5272181,13,2451,876,0.487263807,-1.489732728,250.7882355,19.63332195,0
839.705,884.4612237,116,2101,203,0.631129244,-1.504960921,930.755,884.3158699,4,2102,712.5,0.336349983,-1.597978479,247.1131309,26.46720808,0
858.725,1013.585292,1,2284,193,0.634761292,-1.517004651,1033.51,955.2292839,11,2285,522.5,0.384272794,-1.649577892,251.1075778,19.15904087,0
216.635,306.2998855,18,1298,108,2.470308604,4.879405223,180.5,269.3942768,1,1326,76,2.186813117,3.989647062,244.4639994,36.04873621,0
153.96,228.7742044,1,2478,105,5.60288063,51.44748906,402.91,351.9834708,14,2479,256.5,3.463324942,14.29139879,247.8455499,30.63486404,0
225.33,166.5352547,125,993,175.5,2.709563824,6.834636705,74.33,121.885114,8,1259,39,5.921150498,47.23446984,241.4385985,40.87386429,0
167.145,329.7514581,0,2321,76,4.092877603,17.88396049,308.28,454.220622,45,2322,107,2.520424632,6.219522581,241.5078236,40.82562441,0
193.225,299.4756798,17,1073,115,2.284886397,3.557507903,286.78,336.5866522,20,1375,200.5,1.988838206,3.817543122,244.7671525,34.58215213,1
248.205,416.1466969,55,2062,116,3.233684913,9.946739647,176.52,143.9617118,50,623,120,2.103876072,3.792863753,243.6400344,37.46079983,1
151.865,261.0838191,0,1282,39,2.804862939,8.295249993,200.83,149.9676049,11,573,204,0.476343792,-0.860683886,243.6215615,37.55662115,1
374.95,505.740879,76,2220,169,2.48999552,5.132108699,267.31,178.4409137,17,841,203,0.623959735,-0.348608458,247.6555348,30.69473408,1
621.535,521.5169493,93,2045,413,0.706141062,-0.806348591,176.48,223.959974,15,1021,81,2.056209867,3.806207073,249.1624756,24.05537894,1
811.555,817.3688495,90,2267,227.5,0.551104004,-1.499178542,244.745,467.6958166,1,2268,66,3.654633017,12.97534611,250.9321284,20.0838037,1
578.655,578.9889611,164,2138,258.5,1.472698081,0.931276992,144.77,215.5841826,1,2139,83.5,4.752383045,35.91322167,248.9261247,25.32756707,1
648.86,624.9274936,47,1675,353,0.604944921,-1.392327885,166.405,235.3533236,1,894,68,1.977198545,3.190739064,249.4214362,24.17459389,1
649.605,754.8826385,0,2213,431,1.08464716,-0.243169327,455.45,726.319252,4,2214,77,1.748182347,1.415475544,250.0000942,20.24977658,1
779.485,822.3230666,60,2118,278,0.788412643,-1.127814332,546.125,792.068502,12,2119,98.5,1.286825582,-0.063159038,250.5881142,19.17546407,1
651.265,739.7168036,41,2135,330.5,1.059280943,-0.505699205,421.57,687.9425045,18,2136,69,1.696112869,1.327723067,250.0210012,20.88856498,1
675.16,807.0903534,58,2106,146,0.952609199,-0.867930844,591.005,763.4295569,25,2107,149,1.206447698,-0.141568525,250.1363158,20.82782964,1
202.28,164.9681608,70,1037,169.5,2.755807715,9.008503044,150.585,164.6364131,1,721,96.5,1.717513827,3.090046704,233.5749739,60.6482807,1
341.625,329.9894233,49,1084,187,1.178976549,-0.029719461,146.375,209.7324795,1,989,51.5,2.271255943,5.548122678,247.4834933,37.24473519,1
282.755,319.8539946,1,1239,154.5,1.653075931,1.639088205,188.595,336.7022916,7,1182,46,2.066475901,2.667562067,242.3301333,47.70694841,1
157.16,189.0554528,0,756,44.5,1.669306384,2.077244958,183.665,256.6822582,11,1167,80.5,2.477462163,6.289817683,247.0588439,38.37826813,1
363.18,404.8233533,20,1599,108,0.989815862,-0.407313038,284.25,395.2755003,61,1263,90,1.811684172,1.667305554,245.7908375,33.48348087,1
512.045,442.1681312,102,1888,229,0.919398124,-0.082591589,419.43,354.6588071,201,1360,245.5,1.745874768,1.6892522,245.0794709,34.32890188,1
435.465,370.6070245,12,912,564,0.142997664,-1.659035456,299.17,426.7495248,1,1931,105,1.770276453,2.388512991,241.679883,39.41084773,1
374.31,392.3239277,0,1254,134,0.509478384,-1.566169816,170.51,235.5353571,36,1177,63,2.391945141,5.630942079,246.8977452,31.19847425,1
328.94,320.812092,43,889,141,0.810976198,-1.036212511,299.01,391.4738417,5,1336,121.5,1.8373167,1.923231528,249.7459828,24.51322095,1
469.585,365.3519578,1,833,567.5,-0.192988739,-1.817477306,455.605,552.9441519,1,1308,136,0.836329402,-1.229226844,249.6352677,25.25658694,1
309.175,258.0200303,76,901,176,1.012774247,-0.499352486,152.255,233.9914313,13,801,35.5,1.920016477,2.108261456,245.6660013,32.25322978,1
420.225,486.2282839,119,2182,177.5,2.078238136,3.100617116,132.69,214.3179057,1,1283,53.5,3.169326979,11.23880818,249.841852,24.08375289,1
137.775,320.0898341,0,2264,33,3.848180517,16.61468541,406.665,585.0691346,51,2265,129,1.730224632,1.539553398,248.0885006,27.21732795,1
481.835,718.4248248,61,2276,107,1.791157061,1.691056886,67.355,8.090504081,6,69,69,-5.686435973,34.90671961,250.6696722,21.77957793,1
186.015,204.4706237,35,952,83,2.229242864,4.766890589,199.595,286.2832013,15,1729,61.5,2.1534716,4.738112573,247.730696,27.89295038,1
525.855,695.3937491,35,2329,308,1.8310665,1.841379781,469.075,694.906855,51,2330,135,1.9802553,2.354630515,250.2447438,22.89490762,1
575.82,714.2768614,0,2170,235,1.20512469,-0.026626545,500.81,608.7529257,40,2171,296.5,1.861344362,2.447814283,249.6376519,22.23731866,1
366.69,476.9242683,1,1666,215.5,1.740306456,1.826702416,415.615,477.3167009,7,1915,261.5,1.658079796,2.038069014,250.0557159,21.25308356,1
270.255,265.7838695,36,1393,176,2.322043405,5.600192864,568.735,520.847584,130,1992,321,1.068539916,0.049411987,249.7751078,21.75696416,1
559.32,783.5317336,1,2253,166.5,1.455234152,0.398745911,751.445,853.7004388,1,2254,267,0.859858999,-0.954879822,251.4452684,18.0456521,1
296.41,412.1842564,1,1027,41.5,1.110887531,-0.585232383,432.545,492.3766156,30,1163,126,0.675836876,-1.432076627,252.2517962,15.91105431,1
555.385,450.0048317,0,1030,408,-0.036591801,-1.830095128,522.875,513.8700923,7,1148,212.5,0.31623818,-1.784745508,253.1010946,13.09799713,1
249.64,355.4184177,7,2156,59.5,1.837709113,3.68244973,346.975,462.1593673,1,2157,81,1.131328255,0.068855125,249.138572,21.53782166,1
304.365,403.3737269,0,1012,61,1.071911102,-0.68602793,305.625,426.9644806,16,1126,57.5,1.278599455,-0.171092471,250.3742801,19.78416482,1
97.58,81.19121669,1,411,59,1.252056476,1.287177286,112.45,190.2353409,2,1445,50.5,4.820272145,29.16649439,250.8757245,20.05601423,1
169.655,296.8090532,1,1631,58,2.797388719,8.406304105,142.39,274.4062533,1,1729,64,4.469495908,22.05728355,252.7858967,14.13238498,1
170.545,265.9684078,0,1754,96.5,4.32901298,22.58619613,109.39,213.9579583,2,1436,36.5,3.675776213,15.89368202,248.6796869,22.79607353,1
582.685,484.1174281,259,1902,388,1.635812618,1.186985407,93.66,106.2426085,2,498,48,1.369495346,1.281301791,252.4964781,14.64603297,1
226.385,380.9855202,6,1793,59,2.007214729,2.732801763,548.91,402.4595512,127,1355,449.5,0.609647031,-1.016350669,247.5865342,27.79006215,1
215.095,270.4514669,1,1037,114.5,1.597945151,1.554767138,637.73,620.8164078,1,1773,508.5,0.526405722,-1.245035634,249.19462,24.67656166,1
344.915,516.969122,1,1783,96.5,1.817094373,2.122930772,367.035,367.5179601,6,1781,202.5,2.744302026,7.551557952,247.6725134,27.48071308,1
216.635,200.6101541,57,1036,124.5,2.079497469,4.473446593,2,0,2,2,2,,,248.6161843,25.78735723,1
404.77,369.203022,68,1014,201,0.754211837,-1.200338174,310.605,414.4045301,25,1204,99.5,1.440911616,0.435055987,251.0359203,18.19274452,0
627.885,378.325764,138,1076,708,-0.035232409,-1.587231804,412.01,484.071395,6,1186,255,0.728524889,-1.195825397,252.0643469,15.89036514,0
517.705,441.871918,0,978,485,-0.012222572,-1.885549096,496.675,492.7724758,15,1178,263,0.539506876,-1.527524856,250.8751259,18.81046079,0
640.805,431.4616352,165,1083,743,-0.022688143,-1.936456996,628.695,484.7754409,1,1179,666.5,-0.041574359,-1.719588808,252.428377,15.26906053,0
380.9,280.9381806,127,1006,256,1.560405257,0.937783249,197.87,217.4427507,29,1323,113,3.464012774,13.22901591,239.99033,43.27341779,1
423.365,419.9081041,19,1039,176,0.618518621,-1.43959399,134.97,288.255486,12,1177,32,3.154596441,8.439698116,243.2932186,37.32644157,1
809.315,291.6525016,83,1015,1012,-1.177393601,0.03812601,104.355,51.52712098,51,494,79,2.639664635,14.68804001,243.9669714,36.75914204,1
342.38,391.7438857,1,1050,96.5,0.728328725,-1.221477018,140.585,195.565673,25,1194,69,3.613698885,15.06582707,247.1405458,31.61352251,1
429.365,431.8521427,1,1026,201.5,0.401753811,-1.635078201,341.87,351.0377195,15,1191,191.5,1.219694723,0.5348191,246.357257,32.49490893,1
84.37,130.7129776,1,1058,65,6.263924015,43.73257842,184.635,133.7418265,1,541,126,0.91472607,-0.068752376,244.7149119,35.38212404,1
480.135,360.5793869,156,1039,237,0.605937759,-1.422876023,169.97,222.4150204,1,763,46.5,1.482801984,1.120097175,246.0712823,32.83895845,1
512.635,446.9769836,2,1062,446.5,0.199066171,-1.733728647,379.085,235.4556531,183,1342,280,2.842311364,8.585191771,247.6664951,29.37620287,1
324.605,395.8830711,21,1062,160.5,1.1998167,-0.349680626,107.035,210.3163776,27,1242,47,4.824813929,22.94017348,241.4093189,38.62765016,1
183.295,236.3800236,7,996,81,2.056792423,3.117539763,249.035,413.1543007,10,1182,58.5,1.682931613,0.986340397,248.8817809,27.63256157,1
345.715,357.3078621,1,844,130,0.535101781,-1.558040953,392.795,509.1058997,1,1169,39.5,0.751172707,-1.350672298,241.7709325,46.0867129,1
694.85,488.6631826,4,1092,1090,-0.464468093,-1.737505342,875.825,440.0226175,1,1180,1178,-1.064612137,-0.59001795,253.2810626,15.04988672,1
349.835,367.2651032,52,969,107,0.904689022,-0.944718994,121.805,141.6153647,10,675,55.5,1.965136198,3.622873098,244.4760622,34.43220264,1
397.94,415.4088697,0,1017,183.5,0.6614418,-1.40332687,146.51,274.3745192,2,1145,55.5,3.079500122,8.416796442,246.985074,30.7196295,1
443.155,340.5483326,0,915,403,0.249992126,-1.404283038,74.42,121.4010489,2,583,34,2.749344496,6.933495575,243.6310413,35.20257852,1
422.32,391.5015773,81,1054,211.5,0.919919233,-1.022656838,128.33,167.0765813,2,880,66.5,1.730425269,2.209654566,244.3264231,34.5439766,1
351.195,373.8004963,0,975,219.5,0.791055906,-0.948807459,186.795,219.5615159,16,1119,88,2.178076262,4.849067623,249.0008517,23.4101914,1
411.555,355.7021748,99,916,163,0.519781557,-1.62787045,301.925,376.5879203,19,1195,55,1.266972982,0.272062743,249.0316816,23.48096896,1
159.485,144.7828378,68,920,122.5,3.197822053,10.22104976,195.63,228.1247193,27,656,66.5,0.998799671,-0.685118662,248.4367664,25.11613612,1
423.03,357.5326377,139,1082,192,1.124023007,-0.506889759,250.775,304.117893,5,1146,139,1.552648598,1.886032826,250.5545751,21.17704727,1
400.055,664.4801285,1,2065,35.5,1.522740562,0.698652817,188.3,139.4717601,65,576,120,1.527511281,1.388960773,249.731761,24.53539484,0
680.565,689.9771868,111,2318,309,1.083148611,-0.557415961,194.35,245.2626886,50,2319,124,4.554216583,30.68538195,250.8456101,22.14204214,0
255.165,465.7107798,0,1997,67,2.471345365,5.149570577,138.69,125.9125241,26,490,96,1.468066952,1.108475208,246.5573282,31.6431302,0
235.58,451.378863,12,2102,67,3.243126209,9.869468149,152.43,129.3439771,51,723,106,1.784568829,2.701247343,247.244929,30.43385624,0
294.215,417.140588,1,1062,51,1.180475868,-0.487399757,162.025,202.24644,22,1083,106.5,2.53794558,6.294155456,248.0070499,25.74832506,0
372.735,451.5144641,1,1069,48,0.740276365,-1.282811592,177.55,264.3801464,1,1305,62,2.019307705,3.173492498,249.601591,23.12587959,0
362.445,377.9641803,13,1072,112,0.84994433,-0.644222407,277.54,399.9988673,1,1369,81,1.662904043,1.528560446,249.2172378,24.28894257,0
201.165,304.5650788,1,1078,74,1.944791619,2.461003409,141.24,167.9963579,21,489,43,1.194812448,-0.191365794,247.6688588,27.31462669,0
152.55,155.0447415,12,941,100,2.587062572,8.799749682,257.955,110.1326426,160,721,202,1.983501564,4.56263072,249.607009,25.47277042,1
280.075,372.5872862,0,895,35,0.903106084,-1.062536443,445.57,393.111266,164,1349,204,1.379226562,0.433220519,250.605024,23.46385138,1
243.98,286.9553913,4,917,99,1.169618605,-0.038124113,156.16,270.5545847,4,1196,33,2.722987603,7.268811571,247.9361994,28.62865603,1
331.02,341.0085833,0,916,217.5,0.932981737,-0.821678674,169.43,247.6654517,10,1187,35,2.320551614,6.15475918,247.9434932,28.99220658,1
326.09,304.66969,59,1085,162.5,1.072918778,-0.326022163,433.61,326.2776477,140,1384,291,1.433795503,1.280943907,250.1254252,24.6424832,1
263.725,353.265953,0,1085,45,1.278316107,0.364359956,497.29,419.4859332,146,1366,270,1.239483841,-0.012623346,251.5997556,19.32522416,1
493.52,416.3086766,18,1021,347,0.191343976,-1.675776963,580.595,503.705237,37,1337,263,0.633591368,-1.316143404,248.0305712,28.03474645,1
338.995,326.9032789,47,1084,177,0.979420821,-0.325814656,509.93,387.9166168,26,1389,319.5,1.311632331,0.350948402,250.6302383,23.66504244,1
531.27,464.0897365,240,2238,308.5,2.368362228,4.902033445,332.725,514.9544932,1,2239,106,2.331996873,4.819479229,251.2468459,19.63764322,1
280.5,474.8228339,0,2010,74,2.089943958,3.457506361,170.655,246.2415899,1,2011,62.5,2.900498398,14.5523348,251.977693,17.71438638,1
180.215,243.0239742,0,1483,71,3.258862559,12.54408242,85.495,124.3353383,1,598,27,2.034068919,3.699434633,248.1007934,25.27167455,1
495.275,336.1944869,160,1754,324,2.134545327,4.086934687,117.325,203.9637355,1,1262,53.5,3.718425279,16.399976,252.1511434,17.01573834,1
480.775,424.5229476,44,1079,389,0.295190149,-1.595123591,94.375,61.40609021,1,275,71,0.831307775,-0.193597969,245.5985365,34.23262418,1
612.195,462.7949794,86,1084,712.5,-0.072821295,-1.898725071,231.93,336.7709883,37,1193,68,1.760654271,1.518531232,248.7410747,28.54936789,1
329.795,350.1852675,72,1042,134,1.253908927,-0.060842725,158.155,239.0312756,1,1086,49,2.087322889,3.593991442,242.2989568,39.59646398,1
628.93,452.8311111,117,1083,760.5,-0.065001194,-1.931861859,276.095,392.5332441,46,1202,84.5,1.855565637,1.612609597,249.5452267,26.53138084,1
597.755,507.2507185,108,1531,362.5,0.646863106,-1.173970338,366.765,466.2659536,7,1830,112,1.536477282,1.057300837,249.5789588,24.34363963,1
1101.27,762.4538125,207,2265,1179,0.071502926,-1.663596486,376.695,575.5497367,12,2266,181,2.794991904,6.410471197,250.7248538,22.57669367,1
441.06,503.8257719,0,2161,197.5,1.354571436,0.792554974,352.695,500.5964703,2,2162,163,2.098214827,3.339996626,249.2944814,25.84451034,1
521.84,729.7712758,54,2222,111,1.637371339,1.140271786,635.86,710.841062,16,2223,302,1.365912927,0.577369334,251.337484,20.89953744,1
531.915,555.4108333,0,2122,290,0.993172532,-0.291426205,128.715,92.57154655,30,453,84,1.051505433,-0.108226843,245.559134,32.3410178,1
417.225,594.946055,15,2011,151,1.860514694,2.248612828,140.25,222.5231906,1,1077,65,2.408893014,5.297084888,249.7170425,24.887108,1
290.12,289.7301909,41,1163,192.5,2.102973456,3.094591797,92.25,105.9835841,1,386,30,1.045132888,-0.181648874,244.4082131,34.10693157,1
416.355,516.2500455,0,1754,231,1.232663234,-0.001987332,95.205,131.4081944,1,616,52,2.302423969,5.013106054,245.3897067,32.57222904,1
690.25,779.788863,54,2291,133.5,0.778175117,-1.124153986,165.86,441.761015,18,2292,60,4.309632406,16.85237119,245.0354841,32.94623563,1
278.055,477.7957891,1,1827,45.5,1.878724039,2.357255516,93.995,87.71834194,1,384,63.5,1.146407899,0.689628392,244.0487692,34.11176891,1
614.52,575.6765647,0,2174,402.5,0.546157949,-0.950833269,65.565,51.78003122,1,230,54.5,1.345774947,1.469602622,247.7987311,29.27597772,1
1130.84,943.8327424,23,2290,1544.5,-0.089967171,-1.791607551,408.455,779.7085192,22,2291,78,1.990117186,2.006581523,252.2035339,18.54918154,1
626.615,663.3644994,38,2075,83,0.597266316,-1.231926749,88.37,132.9357842,2,639,47.5,3.279364892,10.64683188,246.2761607,32.13993174,1
186.895,325.5005638,0,1455,92,2.589178215,5.649025205,160.69,316.9747607,2,2136,52,3.674194262,13.93603807,244.8901653,32.72551881,1
353.01,568.1975026,67,2127,84.5,2.006902889,2.592151052,61.74,104.9817519,1,753,23,4.486459623,25.80892955,244.3767333,33.60031008,1
349.9,432.064147,3,1581,73,1.330756729,0.691943657,80.325,108.442048,1,529,34,2.740990924,7.83880988,248.3725681,26.5930739,1
698.43,829.4096981,13,1938,110,0.600287971,-1.569679818,220.16,195.9433422,61,845,143.5,1.652189434,1.581878373,242.1929592,41.17121098,1
575.975,601.7484527,14,2052,315.5,0.841564742,-0.503794581,151.39,178.0855982,34,725,95,2.31775541,4.316857956,248.2951835,30.34208184,1
1022,635.2281353,54,2157,1057,0.439313099,-0.847189174,380.435,375.0429735,77,1498,188.5,1.421285901,0.897201001,243.9453098,38.82238632,1
839.365,859.6709618,43,2366,483,0.44586806,-1.520631818,394.87,546.311297,53,2367,206.5,2.929521753,7.759884679,246.4017182,34.13208053,1
699.97,654.3842931,97,2077,428,0.933584917,-0.45563275,73.57,90.47054603,1,287,23,1.181213115,-0.079858918,242.6487933,39.95515293,1
430.395,552.0348734,76,2131,148.5,1.970705244,2.910811548,234.285,488.9262091,20,2132,63,3.252556546,9.670245301,239.7913101,43.55670488,1
603.86,655.9710975,62,2182,209.5,1.185072851,-0.00270015,78.65,111.093367,5,425,35,2.27093708,4.08639755,241.9917087,40.36889391,1
686.025,898.4685879,78,2243,174,1.100796344,-0.726583251,558.8,886.3342383,6,2244,91,1.37004784,-0.096675785,251.1493237,21.84710676,1
196.575,205.8481032,11,1109,218.5,2.549884521,9.010583136,166.325,174.4633966,41,1148,97.5,3.093592632,12.149161,242.9433765,39.04307349,1
841.32,719.0554508,15,2233,739,0.500401016,-1.14292394,79.755,167.1462363,1,2234,41,10.90654439,136.6057335,244.9218926,35.39794736,1
551.685,459.0494065,22,2182,601,0.660913193,-0.008547767,259.76,319.8093691,24,1145,111.5,1.643923575,1.478315822,244.1249889,37.29886757,1
553.93,399.9582957,171,1674,545.5,1.329034651,1.14794161,83.57,141.9671032,1,752,34,3.244011508,10.18648832,247.1044337,30.83557274,1
396.33,551.1587256,0,1825,110,1.506891841,0.783971957,312.79,332.9569455,1,2349,208,2.844974233,10.53031132,246.2697637,31.20798303,1
483.39,698.8905622,35,1981,111,1.439508296,0.238315034,88.995,81.06629197,20,447,58,2.284228445,5.459161418,249.3610814,25.48051751,1
106.09,67.39713472,41,342,67,1.216704926,0.204291852,79.08,75.35839728,16,380,48,1.827677728,2.726658554,242.6534345,38.00119934,1
313.44,430.0123598,41,2066,109,2.742037654,7.684992131,128.415,117.0249416,31,1293,78,5.450405999,48.50524641,244.1314673,34.38263194,1
190.125,203.7714982,1,1225,125.5,2.161873032,5.527976257,116.21,90.22070036,22,507,81,1.707152469,3.541625399,245.5011873,31.90776669,1
287.985,501.2958031,44,2182,66.5,2.604996166,5.630713724,127.115,90.97871956,18,486,92,1.179521041,1.252134805,250.9188694,21.29046219,1
573.49,590.4992861,66,2020,253,1.365884294,0.692263416,130.365,92.72524809,55,598,104,3.01772827,11.1955936,245.9765327,31.47952465,1
663.06,762.0191285,16,2204,178.5,0.730901293,-0.974292558,134.64,114.3267397,5,357,88,0.701829741,-0.956890903,252.4466656,16.98206441,1
711.87,608.3939341,118,1871,555,0.538849004,-1.298792366,254.875,363.2578847,59,1544,88,2.328044676,4.437779337,246.1503135,33.61586914,1
705.125,714.4810179,86,2354,280.5,0.8896744,-0.623753951,228.015,407.782981,22,2355,78,4.293736647,19.48113815,245.4153309,35.38561803,1
413.75,524.7092686,0,2060,96.5,1.529830627,1.798911253,176.285,187.4529724,32,929,82,1.897315095,3.559594413,244.7366796,35.5004691,1
577.875,609.9411038,51,2229,295,0.881921153,-0.730181528,230.48,251.3493627,35,736,87,1.106644144,-0.440938,248.0000661,29.85569069,1
700.47,637.3072112,98,1845,237,0.456350343,-1.5820475,108.65,140.3733625,1,492,68,1.751857335,1.777613491,245.6574597,35.33197647,1
685.91,524.0221733,46,2082,718,0.575309059,-0.043655798,218.51,322.1318122,7,1134,47,1.8856418,2.416061173,249.1878099,27.95899197,1
701.845,656.6711705,44,2005,492.5,0.806870276,-0.594483442,78.62,139.6153567,1,972,37,4.47924907,23.75785017,244.0301913,36.92662251,1
551.36,564.9295241,23,2112,349.5,1.314830548,0.94490285,88.365,65.01187966,1,249,64,1.168775528,0.342901832,245.2788799,34.49375822,1
359.65,404.709757,47,2220,142,1.55636865,1.872667374,606.07,612.5456604,16,2221,328,1.073021506,0.083033199,250.1104348,19.40687215,1
352.755,574.7022956,0,2061,61,1.889286905,2.334570363,552.535,684.4499084,1,2062,230,1.062853918,-0.455329506,250.4925105,18.53055351,1
407.775,646.1150421,12,2106,138,2.01192186,2.465298438,576.62,712.1958722,17,2107,236,1.284313307,0.067777938,251.0198779,17.03297287,1
555.16,669.3559301,51,2200,221,1.484149966,0.942180333,432.45,671.1552835,1,2201,85,1.669045597,1.36738935,252.7021091,13.41577532,1
725.765,676.2329516,138,2268,217,0.662289226,-1.223071286,354.765,420.5666909,108,2269,198,2.53777004,5.994760948,243.3467172,37.79556855,1
531.84,562.6190857,1,1735,169.5,0.735458174,-0.780552813,345.185,437.6844286,28,1602,127.5,1.960722295,2.93225722,245.0747501,34.98988758,1
554.44,750.0801675,1,2182,113.5,0.970959837,-0.76891536,311.475,435.5019738,61,1493,124.5,2.211279291,3.187596726,245.8043031,33.04048649,1
763.215,648.4696626,121,1864,628,0.462461113,-1.293837877,180.27,112.0520209,78,545,139.5,1.102124935,0.106529142,244.5720115,34.71776565,1
144.115,191.5712386,1,1025,71,2.500728149,7.449104585,318.505,165.2950156,145,1059,231,2.017319595,5.753179679,244.784259,35.46134716,1
715.885,749.6869442,1,2412,496,0.657921545,-0.760883927,291.405,533.6331819,1,2413,92.5,3.154324423,9.692560476,243.7326896,36.45233747,1
79.62,124.4661589,1,468,20.5,2.042411431,3.288360196,77.65,161.7961603,4,997,16,3.654865569,13.70083885,239.1433887,43.88498461,1
334.175,515.3897724,1,2058,26.5,1.629880094,1.471678415,198.225,232.7829761,6,821,52.5,1.125096173,-0.056229538,249.0793309,27.39875979,1
426.825,516.2298039,1,1601,288,1.093101811,-0.177927783,224.22,279.5465488,2,1349,131.5,1.962654252,3.673368752,243.8136078,37.76322916,1
773.2,745.5786933,36,2386,628.5,0.52033947,-1.170224854,439.515,473.8646201,34,2387,223.5,1.688605205,1.669989911,245.9289508,33.74243409,1
540.21,610.3475622,1,2133,228.5,1.22883111,0.833397424,331.13,451.5859191,58,1868,147.5,1.969648817,2.460714087,243.933242,37.18578703,1
480.305,486.4514023,1,2380,358,1.087741399,0.385382605,236.775,357.1280817,1,2381,169,2.719253433,8.255287133,249.4398455,26.73068825,1
256.17,533.9337293,1,2196,15,2.793737855,7.092978521,332.82,507.6336645,51,1749,84,2.012873751,2.617408563,245.1343012,34.15014286,1
735.945,858.8608746,1,2253,213,0.811443327,-1.006343348,658.485,804.4958906,14,2254,316.5,1.169573257,-0.210657243,248.6274448,27.47536865,1
304.75,445.3879654,12,2270,131.5,2.822642063,9.031109878,450.015,639.9896708,37,2271,114.5,1.785593588,1.747610196,244.3214237,35.1331308,1
973.295,1087.81167,1,2381,210,0.402380711,-1.753875525,987.325,960.8079877,152,2382,421.5,0.675560957,-1.40902801,249.5795018,25.38936838,1
656.8,828.6304072,1,2237,203,0.992332766,-0.737224854,319.925,586.7452251,8,2238,92.5,2.609575745,5.715207655,246.268491,31.29736882,1
399.145,423.1581478,33,1499,289,1.464421284,1.167327325,187.785,272.2795799,28,1377,50,2.457747242,6.189261992,244.5657186,34.66915313,1
357.1,406.545083,4,1554,196,1.850048348,2.98634713,105.325,152.6942601,11,680,30.5,2.529290992,6.431706341,245.9696439,32.31546926,1
538.145,593.9358576,2,1751,190,0.816587715,-0.735353637,290.75,286.0197792,1,1045,156,1.676634017,1.66706759,250.7822986,22.43677598,1
395.27,403.094434,116,1617,148.5,1.520376474,1.14077553,276.89,427.6264607,47,1792,128.5,2.634607094,5.743411451,241.4868892,42.21820849,1
711.215,602.915095,84,2212,574.5,0.900045958,-0.026863138,223.47,441.1174357,1,2213,63,3.665699312,13.32209381,246.8703562,33.82086635,1
559.105,525.470322,77,2171,298,1.018542329,0.095377769,173,327.38831,1,1472,39.5,3.173547892,9.42221673,241.5503069,42.58712601,1
320.15,273.3196216,91,1077,279.5,1.79835552,2.231137766,215.67,296.7478687,13,1679,73,2.689550721,9.587421856,248.4081255,30.17625509,1
661.315,675.0501234,56,2222,351,1.029764581,-0.292402374,862.435,858.4038511,4,2223,340,0.471606335,-1.495823277,245.5099473,34.93692685,1
1180.625,971.6937471,148,2223,837,0.091693593,-1.919296463,1300.1,942.1812285,41,2224,1364.5,-0.245390562,-1.720056,249.6407825,26.58994347,1
867.835,777.3602463,186,2114,425,0.67464977,-1.248078438,514.865,827.9293277,5,2115,43.5,1.223004881,-0.362119104,245.1999537,35.36631062,1
693.645,692.2967085,93,2105,327,0.957154646,-0.568070041,259.83,315.5676565,5,1632,113,1.992307335,4.16914523,247.4948046,31.11750946,1
205.56,266.8458543,14,1856,157,2.711618539,9.010274196,343.74,431.3708339,76,1336,120,1.539607065,0.616745978,244.9140084,35.37264289,1
589.755,661.8614036,51,2321,120,1.046285652,-0.139212462,327.3,438.8305496,102,2322,193,3.830955024,14.3959956,244.0801379,36.42634251,1
110.875,148.1852683,0,775,76.5,3.212081666,10.95324531,236.97,325.7458687,1,1359,101,2.30702213,4.617044662,242.7612184,39.14186032,1
156.4,120.0743907,0,922,150,1.846466051,8.524267076,249.17,273.423836,82,1354,140,3.080680168,9.296247669,250.3920453,24.45294754,1
425.795,624.5205783,0,1874,76,1.301535473,-0.065904424,118.39,113.1837031,1,887,70.5,2.472138018,9.97486388,246.6914258,28.32437065,1
444.79,575.5806558,1,2136,55,1.3969765,1.182966249,137.25,166.526493,23,823,69.5,2.219597784,4.946685032,248.8800177,23.33338056,1
203.525,367.3185456,1,1902,41,2.999470048,9.340692436,202.79,248.7289617,12,891,78.5,1.629529076,1.477501295,246.9266807,29.6490697,1
