Left_mean_margin,Left_std_margin,Left_min_margin,Left_max_margin,Left_median_margin,Left_skewness_margin,Left_kurtosis_margin,Right_mean_margin,Right_std_margin,Right_min_margin,Right_max_margin,Right_median_margin,Right_skewness_margin,Right_kurtosis_margin,Mean of Pen Pressure,Standard Deviation of Pen Pressure,Class_Label
504.225,620.89456,0,1737,109,0.949403913,-0.686491741,59.245,58.36064426,11,250,36,2.174261171,3.871985638,243.7652887,35.71517963,1
317.47,476.7603921,14,1871,70,1.814939327,1.961047471,97.075,108.3421872,7,820,44,2.364458989,9.196770451,249.1326497,26.31900906,1
244.225,374.3856802,0,1880,52.5,1.692934121,2.001122003,56.07,82.25261432,1,479,21,2.733868948,9.211154927,241.5910875,39.31907864,1
453.965,547.0432022,104,1975,175.5,1.72462931,1.604668206,53.725,54.72424591,2,255,41,1.711621222,2.577967069,245.1091555,32.57493175,1
229.04,282.688401,1,1414,103,2.334831329,6.67948734,283.91,420.9677435,31,1715,115,2.128302068,3.534829607,246.3088923,30.79352497,1
275.27,318.4731114,83,2207,132,2.551649119,8.090453257,436.82,602.5898858,81,2208,118,1.849363502,1.853692139,248.1916644,27.18459953,1
503.4,629.4067638,47,2142,213,1.547603078,0.933509559,187.915,376.7671232,20,2143,56.5,3.859663002,15.46030863,244.376432,33.22096769,1
464.365,667.7620027,61,2162,130,1.768455205,1.644676098,282.19,580.4078136,1,2163,67,2.699618966,5.697010518,251.1632905,20.19543426,1
493.68,615.8401685,0,1938,94.5,1.123495158,-0.237368223,224.58,223.3582282,42,1550,160,3.530805156,17.07439002,246.4616339,29.865614,1
414.29,321.0754007,188,1510,292.5,2.510716757,5.407686339,184.23,268.8178608,34,1303,70.5,2.910753622,8.332739782,250.3044039,22.42238824,1
368.11,501.5921464,0,1945,136.5,1.974144363,3.600228454,356.505,583.6695389,9,1946,88,2.067870087,2.764260875,243.9618878,33.73146308,1
846.245,558.8528586,267,2090,541.5,0.463708854,-1.444196705,227.57,348.580128,1,1396,96,2.149929517,3.377214833,251.5220451,18.92013337,1
191,276.8397392,1,1684,108.5,3.346531802,14.54778651,260.21,281.6601286,15,1846,223.5,2.901175777,12.93879071,245.4208563,30.9850476,1
487.23,846.4720739,1,2452,73.5,1.780450869,1.34819383,279.615,448.4632462,1,2453,180.5,4.087688968,16.69406608,246.5527075,28.75349894,1
457.785,482.6821616,55,2326,283,1.641063141,2.139057511,249.39,338.1077077,1,1406,144,2.254133439,4.62139425,245.2613684,31.22054614,1
316.06,565.3601391,27,2401,151.5,3.123908413,8.510924375,510.75,720.2974731,89,2402,158,1.860074746,1.897849669,251.9918831,17.56954618,1
113.395,176.5460322,0,993,26,2.990747166,10.87231316,176.43,305.9275953,7,1182,29,2.315768887,4.482356488,252.5511668,14.51164585,1
300.16,390.1839334,0,1076,111,1.326541097,0.093478746,269.065,352.1028156,16,1172,99,1.617064273,1.329615747,253.2957974,12.48429571,1
268.35,310.0699832,1,1021,104,1.045826054,-0.486920336,176.985,330.5087517,1,1196,40,2.417968992,4.35671532,249.9831101,21.23970535,1
283.325,239.0042563,102,1081,186,2.219105742,4.696800399,365.75,437.7578867,16,1195,160.5,1.093195356,-0.444495165,253.4202049,11.97155577,1
227.9,271.1188432,1,993,107,2.013943964,2.621303882,134.55,205.926531,5,1164,39.5,2.535858154,7.935316151,246.9369668,26.55091359,1
230.66,282.3421147,0,1033,106,1.791366722,2.43728318,281.65,355.1435233,27,1179,110,1.510612595,0.953781383,251.7477007,17.96216398,1
86.84,156.0780452,9,955,46,4.003029075,16.41828762,206.635,175.0220138,1,1219,131,2.091294088,6.380626015,249.4580359,23.11397535,1
283.49,348.1766719,30,1075,94.5,1.272718853,-0.043948073,168.91,238.0490467,1,1178,72,2.481203466,6.223802751,252.4538564,15.56819714,1
232.415,231.2577426,95,979,128,2.293249911,3.978840911,281.765,332.9903039,57,1251,120.5,2.013116958,2.994689882,246.102932,35.17479895,1
492.885,315.1886597,183,1032,384.5,0.717831673,-1.035242267,363.41,421.2278915,17,1226,151,1.230907377,-0.036251351,250.1510837,26.22379946,1
283.345,255.2552491,26,1044,192,1.861995296,2.889015783,228.945,314.0066606,10,1230,108,2.058223696,3.628336881,247.2073371,32.97211131,1
526.5,424.3338616,116,1079,240,0.369814634,-1.705999095,581.105,472.5233279,101,1275,413.5,0.491733655,-1.437651255,247.5139852,31.98195763,1
595.425,656.2993054,38,2081,289,0.689988555,-1.301398478,175.475,199.6752876,23,701,72,1.440426768,1.106759949,246.6848223,30.6577306,1
768.32,840.6622345,1,2194,371,0.558452369,-1.441383687,361.88,683.5418884,23,2195,51,2.164875024,2.930658019,247.6154277,29.08373426,1
259.89,452.299916,1,1955,26.5,2.448635485,5.779744163,187.815,214.1450708,2,831,74,1.298157558,0.602759038,245.3417327,34.24844729,1
694.02,785.800005,1,2191,183,0.748940506,-1.0645237,185.5,338.6165914,29,2192,80,5.229041177,28.15803884,249.8359438,25.32952111,1
119.935,223.0180847,3,1255,64,4.118660075,17.55623496,145.45,279.2350058,1,2089,17,3.399700441,14.71580244,245.9755944,28.14678749,1
314.385,429.7025111,1,2192,144,2.380326349,5.692002551,184.22,255.1881592,19,1229,82.5,2.441201863,5.315827213,252.2345902,15.785039,1
238,417.4957407,0,2283,101,3.614557869,14.33167864,116.12,166.973189,1,997,57,2.903769169,9.644408504,245.7573523,28.03929443,1
142.68,210.2210552,1,1106,88.5,3.377897732,12.71876478,306.215,459.1722384,11,2080,37,2.001482646,3.523106771,252.3167215,15.96451458,1
877.33,593.5532482,154,2045,1167,0.119601912,-1.402984621,316.145,454.9038376,9,2046,121.5,2.344342137,5.258813981,247.6706385,31.25730068,1
1065.42,804.9972837,170,2047,628,0.160844804,-1.830656704,703.265,870.4585142,12,2048,177,0.821880468,-1.222924409,246.7765721,32.83205976,1
568.315,674.2522274,1,2022,67,0.808683318,-0.824774354,202.72,305.6324879,20,2023,70,2.497066356,7.406475397,247.256118,31.89177772,1
966.26,767.5569037,249,2248,461,0.709109087,-1.142375325,710.495,782.5468599,100,2249,332.5,1.24329746,-0.131115084,250.3129125,25.14047345,1
345.07,547.8776916,25,1799,53,1.807016471,1.901220588,244.525,84.50713969,94,893,276,4.112948404,32.62044828,248.9297136,24.69987463,0
636.66,731.4439663,20,2137,309,0.902439385,-0.958333492,356.485,305.5591789,132,2138,295,3.270080879,10.95911891,247.2604514,27.85667685,0
404.52,660.6898098,29,2148,84.5,1.941379171,2.278862263,533.905,662.3185603,43,2149,206.5,1.520779634,1.012823127,245.9456443,30.24859368,0
358.73,549.3271783,62,2123,87.5,1.972436633,2.564442136,452.85,467.6069813,49,2124,252.5,1.71561755,2.459218681,250.6956263,21.16894334,0
250.855,457.8055412,23,2040,80.5,2.927975389,7.66288899,147.4,145.4304648,9,762,91.5,1.640248003,3.638794089,245.923766,29.82405113,1
402.265,372.9338319,0,998,236.5,0.293206844,-1.58274235,292.38,283.2261124,68,1165,175.5,1.664982421,1.585219394,247.3245511,27.35247929,1
378.275,610.2773151,1,2057,122,2.036052953,2.55786014,266.67,344.2690912,49,2002,98,2.346683853,5.329724605,247.3212536,27.36899359,1
320.27,293.848587,140,1412,214,2.78908854,7.591557617,264.8,296.252812,39,1713,182.5,2.604976225,8.195331488,247.4038589,26.90178312,1
239.275,322.0650226,0,1869,68,1.747979383,3.129637659,157.91,226.2348402,6,1870,37.5,3.178888869,16.57606612,243.8662472,35.11181586,0
710.765,563.3277827,280,2162,440.5,1.272449526,0.351235107,293.475,530.5635473,1,2163,31.5,2.474998492,5.764650876,251.028731,21.85873602,0
264.77,370.996278,27,1979,107.5,2.934352738,9.210036825,241.92,395.4167366,20,1980,57,3.020586287,9.397699712,243.6497828,35.48197343,0
749.87,483.099013,387,2241,614,1.479313433,1.311030043,212.56,356.058753,1,2242,59,2.870254619,8.482687081,251.0968354,21.60425454,0
424.005,499.718207,7,2095,287.5,1.472342769,1.233139607,519.72,385.6638753,260,2096,337.5,2.16324366,4.516180297,248.961691,24.72461414,1
858.725,752.0561626,284,2157,351.5,0.971770524,-0.830492952,458.31,816.3799452,1,2158,24,1.461493001,0.262178074,252.1116817,17.04857669,1
946.73,684.8648674,267,2111,802,0.351066834,-1.615353675,334.97,495.8575325,1,2112,70,1.721701819,2.104161718,249.3337237,23.54056367,1
851.92,618.5221515,313,2161,748.5,1.362342354,0.498121799,474.175,765.4122969,20,2162,80.5,1.59576093,0.802481303,251.9504934,17.71083748,1
286.89,369.1927605,1,1328,180,1.645546275,1.981384009,387.135,590.1617756,3,2100,106,1.827519591,1.975641247,246.3600301,29.24862183,1
727.645,631.0730743,29,2167,553.5,0.647499763,-0.857494304,450.405,402.1178119,262,2168,301,2.904182515,8.292896151,252.2384545,17.04716276,1
541.645,721.7091725,0,1935,76,1.112262869,-0.488957211,417.775,676.758357,1,1936,66,1.603255912,0.862176869,247.8298474,26.23848522,1
556.315,651.8996021,102,2145,164,1.444935679,0.599513313,489.96,375.9512002,276,2324,360.5,2.951859785,9.785935516,252.7755865,14.93509074,1
106.835,158.9825937,0,819,43,2.899394452,8.455145701,79.96,118.6991823,1,1250,42.5,5.203887039,45.47547867,251.0761404,20.39360037,0
221.285,401.3331725,0,1908,32.5,2.968608254,8.870623124,163.03,207.0895204,1,715,68,1.686548631,1.525418015,250.3474378,22.13040214,0
91.075,143.5944505,0,712,41,2.550272232,5.617889066,156.15,234.0647754,2,1203,57.5,2.590389171,7.501114824,245.8387671,29.71373504,0
450.9,300.774862,223,1783,324,2.601460953,7.925420895,276.34,359.9347713,34,1791,141,2.890562414,8.129017967,252.2086622,17.12264249,0
308.835,336.0740792,104,1065,134.5,1.575571978,0.754478588,298.825,417.4196091,4,1106,67.5,1.258673448,-0.195902114,247.3442012,28.00191944,1
297.805,363.0411843,42,1063,161,1.522951425,0.570267391,372.4,439.0055803,32,1143,108,0.885969073,-0.975193276,249.7627123,23.49627542,1
163.795,261.744674,1,1058,37,2.391966523,5.025188551,199.18,330.9200477,1,1112,24,1.741603791,1.635841349,246.1500681,30.87559985,1
319.925,418.575641,16,1077,56,1.09824707,-0.591569264,321.32,434.0420256,6,1129,46.5,1.153779511,-0.410739621,250.5569975,22.40736174,1
431.335,378.3473621,69,1054,221.5,0.602364427,-1.281636118,134.415,254.1521777,2,1119,24,2.961885659,8.327966041,250.3845272,20.40792471,1
469.01,431.3377926,88,1081,189,0.591687749,-1.482731179,93.385,105.4207496,6,330,38,1.168667503,0.021057175,252.2809276,15.73580127,1
612.825,428.0243199,80,1073,473.5,-0.047034874,-1.761949147,139.21,188.8423232,31,710,45,1.944241535,2.401167449,249.3301944,22.09311893,1
480.63,426.0993504,35,1079,282,0.41552512,-1.571350947,218.77,231.1164668,28,1153,110,1.142932188,0.364126112,253.5508717,11.46878476,1
194.755,131.2295353,58,684,154.5,1.813197197,3.796187997,148.27,215.9950379,18,1247,78,3.578945578,14.55773879,241.7096208,35.05116868,0
170.12,200.799046,10,798,90.5,1.830797815,2.383797071,208.765,330.7281897,1,1577,80,2.332889129,5.027254401,249.9934886,22.49439816,0
119.135,166.180131,0,837,43.5,2.896996751,9.194269157,120.835,183.5881281,14,924,38,2.356282504,5.18525638,242.0145388,35.70425865,0
505.835,382.4968194,73,2051,625,1.093320483,2.215791742,338.45,493.433797,25,2052,147,2.299655291,4.352915442,246.6201061,29.33290482,0
950.45,720.369906,49,2038,523,0.340845229,-1.643810968,242.925,197.7494719,35,1019,189,0.89117326,0.543700974,251.6885702,15.98592837,0
1017.04,840.4570654,0,2196,1077.5,0.068440577,-1.618167261,343.165,542.8470988,19,2197,98,2.682373346,6.421786188,251.6333097,16.07070071,0
859.53,685.6060878,100,2029,667.5,0.361685113,-1.425774474,314.87,356.3230468,2,1407,191.5,1.406210459,1.272973304,252.5816132,13.90870271,0
1102.58,769.4627334,15,2196,1048,0.074808466,-1.605727635,504.99,687.3765727,20,2197,175.5,1.635881333,1.222881167,252.0142722,15.68900387,0
234.545,375.9700191,0,1431,66,2.276258959,4.162146504,124.13,115.3828806,35,655,71,2.688019074,7.593798467,251.7900843,17.65586086,1
373.005,643.1641436,34,2287,73,1.81910462,1.549350242,218.61,306.8560101,1,2288,100,3.408240247,18.70685867,251.7872065,16.86908322,1
390.44,604.4607933,0,2062,111.5,1.6424001,1.12315731,270.615,507.6789204,8,2244,56,2.549549194,5.597189405,252.2652632,16.78975255,1
332.55,369.0597281,40,1738,180.5,2.121630956,4.652345255,179.115,340.6032953,7,1903,75,3.176055864,10.36277938,251.9995112,15.93536152,1
118.265,117.8416652,8,1015,131,4.484357261,31.14588122,181.415,251.6472621,21,1250,89,2.508746819,5.57795058,247.7640219,24.21240566,0
249.29,447.7478718,1,1832,72.5,2.300776453,3.932982846,226.735,402.498422,1,2138,55.5,3.02955271,10.45647156,252.8491208,13.95066811,0
422.82,556.5987048,0,2191,111.5,1.749717653,2.4510526,203.92,320.5215028,1,1476,41.5,2.611925103,7.238521572,247.6634841,23.9722494,0
373.76,500.0807698,22,1975,92,1.41924558,0.969171093,272.01,101.2083274,194,570,221.5,1.667167703,1.682421247,253.1783183,12.48737232,0
638.48,762.1550374,121,2325,173,1.335727568,0.253428465,471.4,695.5729933,32,2326,160,2.018738205,2.545959739,247.7568946,27.84505774,1
669.665,662.3986812,60,2246,333,1.174297078,0.265940942,467.3,664.029749,41,2247,138,1.725247114,1.895138078,247.9451926,27.08474724,1
441.53,631.0859183,44,2286,129,1.85300655,2.101210771,309.925,548.713726,21,2287,83,2.64562714,6.302202378,247.773401,26.92013499,1
234.09,333.3649243,85,2260,119,4.10466341,19.49466629,413.225,625.0784509,1,2261,100.5,1.512500329,0.833033501,250.5415071,22.22849333,1
303.89,465.0657682,45,1975,71,2.642820951,6.205500637,361.89,457.1970842,1,1976,210.5,2.28771462,5.079834478,247.5463629,27.80553302,0
422.105,611.6370191,1,1988,169.5,1.675340019,1.437777701,305.17,564.3422561,16,1989,98.5,2.385250572,4.023534156,247.9935631,26.7928043,0
321.17,583.6715717,0,2079,121,2.23502939,3.789686404,390.385,681.4992317,1,2080,22.5,1.713630325,1.219463187,248.3231298,26.75689277,0
502.11,556.6886375,249,2263,289,2.314437974,3.597600338,307.845,473.1739202,1,2264,203.5,2.963035691,8.578337835,251.6257962,19.17614826,0
703.925,657.7027015,160,2254,218.5,0.806239119,-0.780261114,413.955,571.4718922,8,2255,135.5,1.724564312,2.034275897,247.9561967,28.61036136,1
741.62,500.066142,195,1923,657.5,0.341462298,-1.229605912,183.89,264.2844666,29,1414,38,1.941604398,3.376088313,248.3554805,27.18569673,1
570.71,494.2463588,23,2236,486.5,0.724942883,0.071449977,330.56,372.5575284,39,2237,166,1.714874328,3.164544005,248.0298025,28.44747507,1
674.265,779.6064107,71,1998,166,0.845524312,-1.123183218,340.37,365.8360468,59,1938,233,2.683808572,8.506144061,248.3354181,27.24839598,1
