Right_mean_margin,Right_std_margin,Right_min_margin,Right_max_margin,Right_median_margin,Right_skewness_margin,Right_kurtosis_margin,Left_mean_margin,Left_std_margin,Left_min_margin,Left_max_margin,Left_median_margin,Left_skewness_margin,Left_kurtosis_margin
338.45,493.43379703897654,25,2052,147.0,2.2996552914557062,4.352915441932185,505.835,382.4968194106931,73,2051,625.0,1.0933204825795193,2.2157917415108104
242.925,197.74947191640257,35,1019,189.0,0.8911732596949342,0.5437009740545835,950.45,720.3699060257434,49,2038,523.0,0.3408452294104126,-1.6438109680019763
343.165,542.847098765565,19,2197,98.0,2.6823733461935335,6.421786187549632,1017.04,840.457065407847,0,2196,1077.5,0.06844057693121235,-1.6181672614243157
314.87,356.32304678246913,2,1407,191.5,1.4062104594908758,1.2729733037029947,859.53,685.6060878071248,100,2029,667.5,0.3616851133151485,-1.4257744740136955
504.99,687.3765726756451,20,2197,175.5,1.635881332644297,1.2228811672208648,1102.58,769.4627333993849,15,2196,1048.0,0.0748084662294362,-1.6057276347252865
124.13,115.38288064409139,35,655,71.0,2.688019073513676,7.59379846666706,234.545,375.9700190856396,0,1431,66.0,2.2762589587621402,4.162146503599619
218.61,306.856010133049,1,2288,100.0,3.408240247167728,18.706858665945784,373.005,643.1641435533885,34,2287,73.0,1.819104620047082,1.5493502415605924
270.615,507.6789203877096,8,2244,56.0,2.5495491943514867,5.597189404917307,390.44,604.4607933135669,0,2062,111.5,1.6424000997999941,1.123157310431198
179.115,340.6032953437109,7,1903,75.0,3.1760558643523393,10.36277937602585,332.55,369.0597281126358,40,1738,180.5,2.1216309562389117,4.652345254678768
181.415,251.6472620504492,21,1250,89.0,2.5087468190074684,5.57795057983625,118.265,117.84166523486768,8,1015,131.0,4.484357260967823,31.1458812181586
226.735,402.49842195139956,1,2138,55.5,3.029552710044208,10.456471557977512,249.29,447.7478717798858,1,1832,72.5,2.3007764532092474,3.932982846434995
203.92,320.52150281821025,1,1476,41.5,2.611925103224175,7.238521571608702,422.82,556.5987048053157,0,2191,111.5,1.7497176525759444,2.451052599570165
272.01,101.20832736310888,194,570,221.5,1.6671677028369225,1.682421247327075,373.76,500.0807697576534,22,1975,92.0,1.4192455803151698,0.9691710927457677
471.4,695.5729932542831,32,2326,160.0,2.0187382050156946,2.545959738623769,638.48,762.1550374467965,121,2325,173.0,1.3357275683941991,0.25342846515312756
467.3,664.0297489854566,41,2247,138.0,1.725247114227823,1.8951380783299632,669.665,662.3986811876938,60,2246,333.0,1.17429707839154,0.2659409417650047
309.925,548.7137260363581,21,2287,83.0,2.6456271395336755,6.302202378138459,441.53,631.0859183038448,44,2286,129.0,1.8530065503801265,2.101210770531523
413.225,625.0784508552648,1,2261,100.5,1.5125003294274393,0.8330335011688978,234.09,333.3649243154102,85,2260,119.0,4.1046634096096595,19.494666293746096
